subject,variable,likert,task,modal,wh,answer,story
A160AAFKYN9TUD,answer,4.0,likely,nomod,who,MS,customer
A1ZD8RU6YB0VEU,answer,2.0,likely,nomod,who,MS,customer
A15ZLQU8M9MMXS,answer,3.0,likely,nomod,who,MS,customer
A1U8HCXVACOGJ8,answer,5.0,likely,nomod,who,MS,customer
A2WHC086WNUQNB,answer,5.0,likely,nomod,who,MS,customer
A3NVRTN7RC8D0I,answer,4.0,likely,nomod,who,MS,customer
A2JCK494NV7TFX,answer,4.0,likely,nomod,who,MS,customer
A1WJU1IQ3UTRC6,answer,4.0,likely,nomod,who,MS,customer
A1W7QLLENVP2AE,answer,4.0,likely,nomod,who,MS,customer
A7XAEZTNECKT5,answer,4.0,likely,nomod,who,MS,customer
A2R72PEQOZAINO,answer,5.0,likely,nomod,who,MS,customer
A2MDVIWMWCPOSO,answer,4.0,likely,nomod,who,MS,customer
A2PUL3ZDXOW0VZ,answer,4.0,likely,nomod,who,MS,customer
A30VLAIIJIG5IS,answer,4.0,likely,nomod,who,MS,customer
A3VTOW7WLPTBRR,answer,2.0,likely,nomod,who,MS,customer
A2FYPO3PEYCLX2,answer,3.0,likely,nomod,who,MS,customer
A2BZY06YRWGEDL,answer,4.0,likely,nomod,who,MS,customer
A2RCYLKY072XXO,answer,5.0,likely,nomod,how,MS,holywood
AFZKP8TAXAUCR,answer,2.0,likely,nomod,how,MS,holywood
A160AAFKYN9TUD,answer,3.0,likely,nomod,how,MS,holywood
A1ZD8RU6YB0VEU,answer,2.0,likely,nomod,how,MS,holywood
A15ZLQU8M9MMXS,answer,3.0,likely,nomod,how,MS,holywood
A1U8HCXVACOGJ8,answer,5.0,likely,nomod,how,MS,holywood
A2WHC086WNUQNB,answer,5.0,likely,nomod,how,MS,holywood
A3NVRTN7RC8D0I,answer,4.0,likely,nomod,how,MS,holywood
A2JCK494NV7TFX,answer,4.0,likely,nomod,how,MS,holywood
A1WJU1IQ3UTRC6,answer,2.0,likely,nomod,how,MS,holywood
A1W7QLLENVP2AE,answer,1.0,likely,nomod,how,MS,holywood
A7XAEZTNECKT5,answer,4.0,likely,nomod,how,MS,holywood
A2R72PEQOZAINO,answer,4.0,likely,nomod,how,MS,holywood
A2MDVIWMWCPOSO,answer,3.0,likely,nomod,how,MS,holywood
A2PUL3ZDXOW0VZ,answer,4.0,likely,nomod,how,MS,holywood
A30VLAIIJIG5IS,answer,3.0,likely,nomod,how,MS,holywood
A3VTOW7WLPTBRR,answer,4.0,likely,nomod,how,MS,holywood
A2FYPO3PEYCLX2,answer,3.0,likely,nomod,how,MS,holywood
A2BZY06YRWGEDL,answer,5.0,likely,nomod,how,MS,holywood
A2RCYLKY072XXO,answer,4.0,likely,nomod,who,MS,intern
AFZKP8TAXAUCR,answer,4.0,likely,nomod,who,MS,intern
A160AAFKYN9TUD,answer,3.0,likely,nomod,who,MS,intern
A1ZD8RU6YB0VEU,answer,3.0,likely,nomod,who,MS,intern
A15ZLQU8M9MMXS,answer,2.0,likely,nomod,who,MS,intern
A1U8HCXVACOGJ8,answer,5.0,likely,nomod,who,MS,intern
A2WHC086WNUQNB,answer,5.0,likely,nomod,who,MS,intern
A3NVRTN7RC8D0I,answer,5.0,likely,nomod,who,MS,intern
A2JCK494NV7TFX,answer,3.0,likely,nomod,who,MS,intern
A1WJU1IQ3UTRC6,answer,4.0,likely,nomod,who,MS,intern
A1W7QLLENVP2AE,answer,4.0,likely,nomod,who,MS,intern
A7XAEZTNECKT5,answer,4.0,likely,nomod,who,MS,intern
A2R72PEQOZAINO,answer,5.0,likely,nomod,who,MS,intern
A2MDVIWMWCPOSO,answer,3.0,likely,nomod,who,MS,intern
A2PUL3ZDXOW0VZ,answer,4.0,likely,nomod,who,MS,intern
A30VLAIIJIG5IS,answer,1.0,likely,nomod,who,MS,intern
A3VTOW7WLPTBRR,answer,1.0,likely,nomod,who,MS,intern
A2FYPO3PEYCLX2,answer,3.0,likely,nomod,who,MS,intern
A2BZY06YRWGEDL,answer,4.0,likely,nomod,who,MS,intern
A2RCYLKY072XXO,answer,4.0,likely,nomod,where,MS,lights
AFZKP8TAXAUCR,answer,3.0,likely,nomod,where,MS,lights
A160AAFKYN9TUD,answer,3.0,likely,nomod,where,MS,lights
A1ZD8RU6YB0VEU,answer,2.0,likely,nomod,where,MS,lights
A15ZLQU8M9MMXS,answer,3.0,likely,nomod,where,MS,lights
A1U8HCXVACOGJ8,answer,5.0,likely,nomod,where,MS,lights
A2WHC086WNUQNB,answer,5.0,likely,nomod,where,MS,lights
A3NVRTN7RC8D0I,answer,5.0,likely,nomod,where,MS,lights
A2JCK494NV7TFX,answer,4.0,likely,nomod,where,MS,lights
A1WJU1IQ3UTRC6,answer,3.0,likely,nomod,where,MS,lights
A1W7QLLENVP2AE,answer,4.0,likely,nomod,where,MS,lights
A7XAEZTNECKT5,answer,4.0,likely,nomod,where,MS,lights
A2R72PEQOZAINO,answer,5.0,likely,nomod,where,MS,lights
A2MDVIWMWCPOSO,answer,3.0,likely,nomod,where,MS,lights
A2PUL3ZDXOW0VZ,answer,3.0,likely,nomod,where,MS,lights
A30VLAIIJIG5IS,answer,4.0,likely,nomod,where,MS,lights
A3VTOW7WLPTBRR,answer,2.0,likely,nomod,where,MS,lights
A2FYPO3PEYCLX2,answer,3.0,likely,nomod,where,MS,lights
A2BZY06YRWGEDL,answer,4.0,likely,nomod,where,MS,lights
AG5HAUJJV4OCY,answer,4.0,likely,nomod,how,MA,political
AA4KKLIU4C3NY,answer,4.0,likely,nomod,how,MA,political
A1DS5O8MSI3ZH0,answer,2.0,likely,nomod,how,MA,political
A1OQIXAU1SEJ4P,answer,1.0,likely,nomod,how,MA,political
AQEP3H2QADT47,answer,5.0,likely,nomod,how,MA,political
A1C7XI68SED8JE,answer,5.0,likely,nomod,how,MA,political
A1F1BIPJR11LSR,answer,4.0,likely,nomod,how,MA,political
A2JOHICL072IY3,answer,0.0,likely,nomod,how,MA,political
A9YN0N476F6PR,answer,5.0,likely,nomod,how,MA,political
A3UN1F1EOHKKE6,answer,4.0,likely,nomod,how,MA,political
AG6WV3WODQ7IN,answer,4.0,likely,nomod,how,MA,political
A2UUKFTD0VUX2S,answer,4.0,likely,nomod,how,MA,political
AJM4334V07JDQ,answer,2.0,likely,nomod,how,MA,political
A1J1PWS99LFVPL,answer,4.0,likely,nomod,how,MA,political
A52FUUEDGSZT9,answer,4.0,likely,nomod,how,MA,political
A2CHDWKAYZ3P3E,answer,4.0,likely,nomod,how,MA,political
A1USR9JCAMDGM3,answer,5.0,likely,nomod,how,MA,political
A1XSCA2SO63MM7,answer,3.0,likely,nomod,how,MA,political
A39ROW50DWRRKT,answer,1.0,likely,nomod,how,MA,political
AG5HAUJJV4OCY,answer,5.0,likely,nomod,where,MA,fido
AA4KKLIU4C3NY,answer,4.0,likely,nomod,where,MA,fido
A1DS5O8MSI3ZH0,answer,2.0,likely,nomod,where,MA,fido
A1OQIXAU1SEJ4P,answer,3.0,likely,nomod,where,MA,fido
AQEP3H2QADT47,answer,5.0,likely,nomod,where,MA,fido
A1C7XI68SED8JE,answer,1.0,likely,nomod,where,MA,fido
A1F1BIPJR11LSR,answer,3.0,likely,nomod,where,MA,fido
A2JOHICL072IY3,answer,1.0,likely,nomod,where,MA,fido
A9YN0N476F6PR,answer,5.0,likely,nomod,where,MA,fido
A3UN1F1EOHKKE6,answer,5.0,likely,nomod,where,MA,fido
AG6WV3WODQ7IN,answer,5.0,likely,nomod,where,MA,fido
A2UUKFTD0VUX2S,answer,2.0,likely,nomod,where,MA,fido
AJM4334V07JDQ,answer,3.0,likely,nomod,where,MA,fido
A1J1PWS99LFVPL,answer,5.0,likely,nomod,where,MA,fido
A52FUUEDGSZT9,answer,4.0,likely,nomod,where,MA,fido
A2CHDWKAYZ3P3E,answer,3.0,likely,nomod,where,MA,fido
A1USR9JCAMDGM3,answer,4.0,likely,nomod,where,MA,fido
A1XSCA2SO63MM7,answer,3.0,likely,nomod,where,MA,fido
A39ROW50DWRRKT,answer,4.0,likely,nomod,where,MA,fido
AG5HAUJJV4OCY,answer,5.0,likely,nomod,who,MA,vacation
AA4KKLIU4C3NY,answer,4.0,likely,nomod,who,MA,vacation
A1DS5O8MSI3ZH0,answer,4.0,likely,nomod,who,MA,vacation
A1OQIXAU1SEJ4P,answer,4.0,likely,nomod,who,MA,vacation
AQEP3H2QADT47,answer,5.0,likely,nomod,who,MA,vacation
A1C7XI68SED8JE,answer,5.0,likely,nomod,who,MA,vacation
A1F1BIPJR11LSR,answer,4.0,likely,nomod,who,MA,vacation
A2JOHICL072IY3,answer,5.0,likely,nomod,who,MA,vacation
A9YN0N476F6PR,answer,5.0,likely,nomod,who,MA,vacation
A3UN1F1EOHKKE6,answer,5.0,likely,nomod,who,MA,vacation
AG6WV3WODQ7IN,answer,5.0,likely,nomod,who,MA,vacation
A2UUKFTD0VUX2S,answer,1.0,likely,nomod,who,MA,vacation
AJM4334V07JDQ,answer,5.0,likely,nomod,who,MA,vacation
A1J1PWS99LFVPL,answer,4.0,likely,nomod,who,MA,vacation
A52FUUEDGSZT9,answer,4.0,likely,nomod,who,MA,vacation
A2CHDWKAYZ3P3E,answer,5.0,likely,nomod,who,MA,vacation
A1USR9JCAMDGM3,answer,5.0,likely,nomod,who,MA,vacation
A1XSCA2SO63MM7,answer,2.0,likely,nomod,who,MA,vacation
A39ROW50DWRRKT,answer,5.0,likely,nomod,who,MA,vacation
AG5HAUJJV4OCY,answer,4.0,likely,nomod,how,MA,petra
AA4KKLIU4C3NY,answer,3.0,likely,nomod,how,MA,petra
A1DS5O8MSI3ZH0,answer,3.0,likely,nomod,how,MA,petra
A1OQIXAU1SEJ4P,answer,3.0,likely,nomod,how,MA,petra
AQEP3H2QADT47,answer,5.0,likely,nomod,how,MA,petra
A1C7XI68SED8JE,answer,5.0,likely,nomod,how,MA,petra
A1F1BIPJR11LSR,answer,4.0,likely,nomod,how,MA,petra
A2JOHICL072IY3,answer,1.0,likely,nomod,how,MA,petra
A9YN0N476F6PR,answer,3.0,likely,nomod,how,MA,petra
A3UN1F1EOHKKE6,answer,4.0,likely,nomod,how,MA,petra
AG6WV3WODQ7IN,answer,5.0,likely,nomod,how,MA,petra
A2UUKFTD0VUX2S,answer,1.0,likely,nomod,how,MA,petra
AJM4334V07JDQ,answer,3.0,likely,nomod,how,MA,petra
A1J1PWS99LFVPL,answer,4.0,likely,nomod,how,MA,petra
A52FUUEDGSZT9,answer,3.0,likely,nomod,how,MA,petra
A2CHDWKAYZ3P3E,answer,2.0,likely,nomod,how,MA,petra
A1USR9JCAMDGM3,answer,3.0,likely,nomod,how,MA,petra
A1XSCA2SO63MM7,answer,2.0,likely,nomod,how,MA,petra
A39ROW50DWRRKT,answer,4.0,likely,nomod,how,MA,petra
AG5HAUJJV4OCY,answer,4.0,likely,nomod,where,MA,chocolate
AA4KKLIU4C3NY,answer,4.0,likely,nomod,where,MA,chocolate
A1DS5O8MSI3ZH0,answer,2.0,likely,nomod,where,MA,chocolate
A1OQIXAU1SEJ4P,answer,2.0,likely,nomod,where,MA,chocolate
AQEP3H2QADT47,answer,5.0,likely,nomod,where,MA,chocolate
A1C7XI68SED8JE,answer,5.0,likely,nomod,where,MA,chocolate
A1F1BIPJR11LSR,answer,4.0,likely,nomod,where,MA,chocolate
A2JOHICL072IY3,answer,0.0,likely,nomod,where,MA,chocolate
A9YN0N476F6PR,answer,2.0,likely,nomod,where,MA,chocolate
A3UN1F1EOHKKE6,answer,3.0,likely,nomod,where,MA,chocolate
AG6WV3WODQ7IN,answer,5.0,likely,nomod,where,MA,chocolate
A2UUKFTD0VUX2S,answer,0.0,likely,nomod,where,MA,chocolate
AJM4334V07JDQ,answer,4.0,likely,nomod,where,MA,chocolate
A1J1PWS99LFVPL,answer,3.0,likely,nomod,where,MA,chocolate
A52FUUEDGSZT9,answer,4.0,likely,nomod,where,MA,chocolate
A2CHDWKAYZ3P3E,answer,3.0,likely,nomod,where,MA,chocolate
A1USR9JCAMDGM3,answer,4.0,likely,nomod,where,MA,chocolate
A1XSCA2SO63MM7,answer,2.0,likely,nomod,where,MA,chocolate
A39ROW50DWRRKT,answer,4.0,likely,nomod,where,MA,chocolate
AG5HAUJJV4OCY,answer,5.0,likely,nomod,who,MA,office
AA4KKLIU4C3NY,answer,3.0,likely,nomod,who,MA,office
A1DS5O8MSI3ZH0,answer,1.0,likely,nomod,who,MA,office
A1OQIXAU1SEJ4P,answer,3.0,likely,nomod,who,MA,office
AQEP3H2QADT47,answer,0.0,likely,nomod,who,MA,office
A1C7XI68SED8JE,answer,5.0,likely,nomod,who,MA,office
A1F1BIPJR11LSR,answer,4.0,likely,nomod,who,MA,office
A2JOHICL072IY3,answer,4.0,likely,nomod,who,MA,office
A9YN0N476F6PR,answer,5.0,likely,nomod,who,MA,office
A3UN1F1EOHKKE6,answer,5.0,likely,nomod,who,MA,office
AG6WV3WODQ7IN,answer,1.0,likely,nomod,who,MA,office
A2UUKFTD0VUX2S,answer,4.0,likely,nomod,who,MA,office
AJM4334V07JDQ,answer,4.0,likely,nomod,who,MA,office
A1J1PWS99LFVPL,answer,4.0,likely,nomod,who,MA,office
A52FUUEDGSZT9,answer,2.0,likely,nomod,who,MA,office
A2CHDWKAYZ3P3E,answer,4.0,likely,nomod,who,MA,office
A1USR9JCAMDGM3,answer,3.0,likely,nomod,who,MA,office
A1XSCA2SO63MM7,answer,1.0,likely,nomod,who,MA,office
A39ROW50DWRRKT,answer,4.0,likely,nomod,who,MA,office
AG5HAUJJV4OCY,answer,4.0,likely,nomod,how,MA,college
AA4KKLIU4C3NY,answer,4.0,likely,nomod,how,MA,college
A1DS5O8MSI3ZH0,answer,1.0,likely,nomod,how,MA,college
A1OQIXAU1SEJ4P,answer,2.0,likely,nomod,how,MA,college
AQEP3H2QADT47,answer,5.0,likely,nomod,how,MA,college
A1C7XI68SED8JE,answer,4.0,likely,nomod,how,MA,college
A1F1BIPJR11LSR,answer,2.0,likely,nomod,how,MA,college
A2JOHICL072IY3,answer,0.0,likely,nomod,how,MA,college
A9YN0N476F6PR,answer,3.0,likely,nomod,how,MA,college
A3UN1F1EOHKKE6,answer,3.0,likely,nomod,how,MA,college
AG6WV3WODQ7IN,answer,4.0,likely,nomod,how,MA,college
A2UUKFTD0VUX2S,answer,1.0,likely,nomod,how,MA,college
AJM4334V07JDQ,answer,3.0,likely,nomod,how,MA,college
A1J1PWS99LFVPL,answer,3.0,likely,nomod,how,MA,college
A52FUUEDGSZT9,answer,2.0,likely,nomod,how,MA,college
A2CHDWKAYZ3P3E,answer,2.0,likely,nomod,how,MA,college
A1USR9JCAMDGM3,answer,4.0,likely,nomod,how,MA,college
A1XSCA2SO63MM7,answer,1.0,likely,nomod,how,MA,college
A39ROW50DWRRKT,answer,3.0,likely,nomod,how,MA,college
AG5HAUJJV4OCY,answer,4.0,likely,nomod,where,MA,hideseek
AA4KKLIU4C3NY,answer,3.0,likely,nomod,where,MA,hideseek
A1DS5O8MSI3ZH0,answer,4.0,likely,nomod,where,MA,hideseek
A1OQIXAU1SEJ4P,answer,4.0,likely,nomod,where,MA,hideseek
AQEP3H2QADT47,answer,5.0,likely,nomod,where,MA,hideseek
A1C7XI68SED8JE,answer,5.0,likely,nomod,where,MA,hideseek
A1F1BIPJR11LSR,answer,3.0,likely,nomod,where,MA,hideseek
A2JOHICL072IY3,answer,0.0,likely,nomod,where,MA,hideseek
A9YN0N476F6PR,answer,3.0,likely,nomod,where,MA,hideseek
A3UN1F1EOHKKE6,answer,5.0,likely,nomod,where,MA,hideseek
AG6WV3WODQ7IN,answer,5.0,likely,nomod,where,MA,hideseek
A2UUKFTD0VUX2S,answer,1.0,likely,nomod,where,MA,hideseek
AJM4334V07JDQ,answer,4.0,likely,nomod,where,MA,hideseek
A1J1PWS99LFVPL,answer,4.0,likely,nomod,where,MA,hideseek
A52FUUEDGSZT9,answer,4.0,likely,nomod,where,MA,hideseek
A2CHDWKAYZ3P3E,answer,2.0,likely,nomod,where,MA,hideseek
A1USR9JCAMDGM3,answer,5.0,likely,nomod,where,MA,hideseek
A1XSCA2SO63MM7,answer,2.0,likely,nomod,where,MA,hideseek
A39ROW50DWRRKT,answer,3.0,likely,nomod,where,MA,hideseek
AG5HAUJJV4OCY,answer,5.0,likely,nomod,who,MA,customer
AA4KKLIU4C3NY,answer,4.0,likely,nomod,who,MA,customer
A1DS5O8MSI3ZH0,answer,2.0,likely,nomod,who,MA,customer
A1OQIXAU1SEJ4P,answer,2.0,likely,nomod,who,MA,customer
AQEP3H2QADT47,answer,5.0,likely,nomod,who,MA,customer
A1C7XI68SED8JE,answer,5.0,likely,nomod,who,MA,customer
A1F1BIPJR11LSR,answer,5.0,likely,nomod,who,MA,customer
A2JOHICL072IY3,answer,3.0,likely,nomod,who,MA,customer
A9YN0N476F6PR,answer,5.0,likely,nomod,who,MA,customer
A3UN1F1EOHKKE6,answer,4.0,likely,nomod,who,MA,customer
AG6WV3WODQ7IN,answer,5.0,likely,nomod,who,MA,customer
A2UUKFTD0VUX2S,answer,5.0,likely,nomod,who,MA,customer
AJM4334V07JDQ,answer,3.0,likely,nomod,who,MA,customer
A1J1PWS99LFVPL,answer,3.0,likely,nomod,who,MA,customer
A52FUUEDGSZT9,answer,3.0,likely,nomod,who,MA,customer
A2CHDWKAYZ3P3E,answer,3.0,likely,nomod,who,MA,customer
A1USR9JCAMDGM3,answer,4.0,likely,nomod,who,MA,customer
A1XSCA2SO63MM7,answer,2.0,likely,nomod,who,MA,customer
A39ROW50DWRRKT,answer,3.0,likely,nomod,who,MA,customer
AG5HAUJJV4OCY,answer,4.0,likely,nomod,how,MA,holywood
AA4KKLIU4C3NY,answer,4.0,likely,nomod,how,MA,holywood
A1DS5O8MSI3ZH0,answer,2.0,likely,nomod,how,MA,holywood
A1OQIXAU1SEJ4P,answer,1.0,likely,nomod,how,MA,holywood
AQEP3H2QADT47,answer,5.0,likely,nomod,how,MA,holywood
A1C7XI68SED8JE,answer,4.0,likely,nomod,how,MA,holywood
A1F1BIPJR11LSR,answer,3.0,likely,nomod,how,MA,holywood
A2JOHICL072IY3,answer,1.0,likely,nomod,how,MA,holywood
A9YN0N476F6PR,answer,5.0,likely,nomod,how,MA,holywood
A3UN1F1EOHKKE6,answer,1.0,likely,nomod,how,MA,holywood
AG6WV3WODQ7IN,answer,0.0,likely,nomod,how,MA,holywood
A2UUKFTD0VUX2S,answer,1.0,likely,nomod,how,MA,holywood
AJM4334V07JDQ,answer,2.0,likely,nomod,how,MA,holywood
A1J1PWS99LFVPL,answer,2.0,likely,nomod,how,MA,holywood
A52FUUEDGSZT9,answer,2.0,likely,nomod,how,MA,holywood
A2CHDWKAYZ3P3E,answer,1.0,likely,nomod,how,MA,holywood
A1USR9JCAMDGM3,answer,5.0,likely,nomod,how,MA,holywood
A1XSCA2SO63MM7,answer,2.0,likely,nomod,how,MA,holywood
A39ROW50DWRRKT,answer,2.0,likely,nomod,how,MA,holywood
AG5HAUJJV4OCY,answer,5.0,likely,nomod,who,MA,intern
AA4KKLIU4C3NY,answer,4.0,likely,nomod,who,MA,intern
A1DS5O8MSI3ZH0,answer,3.0,likely,nomod,who,MA,intern
A1OQIXAU1SEJ4P,answer,5.0,likely,nomod,who,MA,intern
AQEP3H2QADT47,answer,5.0,likely,nomod,who,MA,intern
A1C7XI68SED8JE,answer,4.0,likely,nomod,who,MA,intern
A1F1BIPJR11LSR,answer,2.0,likely,nomod,who,MA,intern
A2JOHICL072IY3,answer,4.0,likely,nomod,who,MA,intern
A9YN0N476F6PR,answer,5.0,likely,nomod,who,MA,intern
A3UN1F1EOHKKE6,answer,5.0,likely,nomod,who,MA,intern
AG6WV3WODQ7IN,answer,4.0,likely,nomod,who,MA,intern
A2UUKFTD0VUX2S,answer,5.0,likely,nomod,who,MA,intern
AJM4334V07JDQ,answer,3.0,likely,nomod,who,MA,intern
A1J1PWS99LFVPL,answer,4.0,likely,nomod,who,MA,intern
A52FUUEDGSZT9,answer,4.0,likely,nomod,who,MA,intern
A2CHDWKAYZ3P3E,answer,4.0,likely,nomod,who,MA,intern
A1USR9JCAMDGM3,answer,5.0,likely,nomod,who,MA,intern
A1XSCA2SO63MM7,answer,2.0,likely,nomod,who,MA,intern
A39ROW50DWRRKT,answer,5.0,likely,nomod,who,MA,intern
AG5HAUJJV4OCY,answer,5.0,likely,nomod,where,MA,lights
AA4KKLIU4C3NY,answer,4.0,likely,nomod,where,MA,lights
A1DS5O8MSI3ZH0,answer,3.0,likely,nomod,where,MA,lights
A1OQIXAU1SEJ4P,answer,3.0,likely,nomod,where,MA,lights
AQEP3H2QADT47,answer,5.0,likely,nomod,where,MA,lights
A1C7XI68SED8JE,answer,5.0,likely,nomod,where,MA,lights
A1F1BIPJR11LSR,answer,4.0,likely,nomod,where,MA,lights
A2JOHICL072IY3,answer,4.0,likely,nomod,where,MA,lights
A9YN0N476F6PR,answer,5.0,likely,nomod,where,MA,lights
A3UN1F1EOHKKE6,answer,4.0,likely,nomod,where,MA,lights
AG6WV3WODQ7IN,answer,5.0,likely,nomod,where,MA,lights
A2UUKFTD0VUX2S,answer,4.0,likely,nomod,where,MA,lights
AJM4334V07JDQ,answer,4.0,likely,nomod,where,MA,lights
A1J1PWS99LFVPL,answer,4.0,likely,nomod,where,MA,lights
A52FUUEDGSZT9,answer,4.0,likely,nomod,where,MA,lights
A2CHDWKAYZ3P3E,answer,4.0,likely,nomod,where,MA,lights
A1USR9JCAMDGM3,answer,4.0,likely,nomod,where,MA,lights
A1XSCA2SO63MM7,answer,1.0,likely,nomod,where,MA,lights
A39ROW50DWRRKT,answer,5.0,likely,nomod,where,MA,lights
A1LZNQ6Q5JNTZE,answer,3.0,likely,mod,how,MO,political
ARWF605I7RWM7,answer,4.0,likely,mod,how,MO,political
A1J19UOHNI0UOC,answer,5.0,likely,mod,how,MO,political
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,how,MO,political
A3A82EHCZOQ2CV,answer,2.0,likely,mod,how,MO,political
ANNVWKERLZG9A,answer,3.0,likely,mod,how,MO,political
A3PIRKF57QSWMS,answer,4.0,likely,mod,how,MO,political
A2HOUSKURBF8UA,answer,2.0,likely,mod,how,MO,political
A1Z1O6MMOB3UWW,answer,4.0,likely,mod,how,MO,political
A3QNCW3LR2AVOV,answer,4.0,likely,mod,how,MO,political
AAHZCL4LIPCBQ,answer,5.0,likely,mod,how,MO,political
A2XMFTY9WB05U6,answer,3.0,likely,mod,how,MO,political
A2N8FYNKM133KF,answer,0.0,likely,mod,how,MO,political
ALQEBL8XKDCWC,answer,4.0,likely,mod,how,MO,political
A18E16UFE351U6,answer,4.0,likely,mod,how,MO,political
A2CWJRAEFZ44HU,answer,4.0,likely,mod,how,MO,political
AP4FDDWBJW470,answer,3.0,likely,mod,how,MO,political
AYYBMS4XQJ9AP,answer,5.0,likely,mod,how,MO,political
A3D3NEQ158WUB0,answer,4.0,likely,mod,how,MO,political
A320BT7PLIQVZT,answer,3.0,likely,mod,how,MO,political
A17WS5TP6OPH7R,answer,4.0,likely,mod,how,MO,political
A1KA64FR47O9FS,answer,4.0,likely,mod,how,MO,political
A3M877E9CGI09C,answer,3.0,likely,mod,how,MO,political
AX8XE3GEOP5D,answer,4.0,likely,mod,how,MO,political
AZLU5JWFIZVMD,answer,4.0,likely,mod,how,MO,political
A3GWRDHAURRNK6,answer,3.0,likely,mod,how,MO,political
A1V9G7V6ZYACIR,answer,4.0,likely,mod,how,MO,political
A2S3SV1LQTKJ8K,answer,3.0,likely,mod,how,MO,political
A1LZNQ6Q5JNTZE,answer,3.0,likely,mod,where,MO,fido
ARWF605I7RWM7,answer,4.0,likely,mod,where,MO,fido
A1J19UOHNI0UOC,answer,5.0,likely,mod,where,MO,fido
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,where,MO,fido
A3A82EHCZOQ2CV,answer,2.0,likely,mod,where,MO,fido
ANNVWKERLZG9A,answer,3.0,likely,mod,where,MO,fido
A3PIRKF57QSWMS,answer,5.0,likely,mod,where,MO,fido
A2HOUSKURBF8UA,answer,2.0,likely,mod,where,MO,fido
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,where,MO,fido
A3QNCW3LR2AVOV,answer,4.0,likely,mod,where,MO,fido
AAHZCL4LIPCBQ,answer,5.0,likely,mod,where,MO,fido
A2XMFTY9WB05U6,answer,3.0,likely,mod,where,MO,fido
A2N8FYNKM133KF,answer,5.0,likely,mod,where,MO,fido
ALQEBL8XKDCWC,answer,4.0,likely,mod,where,MO,fido
A18E16UFE351U6,answer,5.0,likely,mod,where,MO,fido
A2CWJRAEFZ44HU,answer,4.0,likely,mod,where,MO,fido
AP4FDDWBJW470,answer,5.0,likely,mod,where,MO,fido
AYYBMS4XQJ9AP,answer,5.0,likely,mod,where,MO,fido
A3D3NEQ158WUB0,answer,4.0,likely,mod,where,MO,fido
A320BT7PLIQVZT,answer,3.0,likely,mod,where,MO,fido
A17WS5TP6OPH7R,answer,4.0,likely,mod,where,MO,fido
A1KA64FR47O9FS,answer,3.0,likely,mod,where,MO,fido
A3M877E9CGI09C,answer,4.0,likely,mod,where,MO,fido
AX8XE3GEOP5D,answer,4.0,likely,mod,where,MO,fido
AZLU5JWFIZVMD,answer,4.0,likely,mod,where,MO,fido
A3GWRDHAURRNK6,answer,3.0,likely,mod,where,MO,fido
A1V9G7V6ZYACIR,answer,4.0,likely,mod,where,MO,fido
A2S3SV1LQTKJ8K,answer,5.0,likely,mod,where,MO,fido
A1LZNQ6Q5JNTZE,answer,2.0,likely,mod,who,MO,vacation
ARWF605I7RWM7,answer,4.0,likely,mod,who,MO,vacation
A1J19UOHNI0UOC,answer,5.0,likely,mod,who,MO,vacation
A3TUCOUVSP9ZGY,answer,5.0,likely,mod,who,MO,vacation
A3A82EHCZOQ2CV,answer,3.0,likely,mod,who,MO,vacation
ANNVWKERLZG9A,answer,4.0,likely,mod,who,MO,vacation
A3PIRKF57QSWMS,answer,5.0,likely,mod,who,MO,vacation
A2HOUSKURBF8UA,answer,2.0,likely,mod,who,MO,vacation
A1Z1O6MMOB3UWW,answer,5.0,likely,mod,who,MO,vacation
A3QNCW3LR2AVOV,answer,5.0,likely,mod,who,MO,vacation
AAHZCL4LIPCBQ,answer,5.0,likely,mod,who,MO,vacation
A2XMFTY9WB05U6,answer,3.0,likely,mod,who,MO,vacation
A2N8FYNKM133KF,answer,5.0,likely,mod,who,MO,vacation
ALQEBL8XKDCWC,answer,4.0,likely,mod,who,MO,vacation
A18E16UFE351U6,answer,4.0,likely,mod,who,MO,vacation
A2CWJRAEFZ44HU,answer,5.0,likely,mod,who,MO,vacation
AP4FDDWBJW470,answer,3.0,likely,mod,who,MO,vacation
AYYBMS4XQJ9AP,answer,4.0,likely,mod,who,MO,vacation
A3D3NEQ158WUB0,answer,4.0,likely,mod,who,MO,vacation
A320BT7PLIQVZT,answer,3.0,likely,mod,who,MO,vacation
A17WS5TP6OPH7R,answer,4.0,likely,mod,who,MO,vacation
A1KA64FR47O9FS,answer,2.0,likely,mod,who,MO,vacation
A3M877E9CGI09C,answer,2.0,likely,mod,who,MO,vacation
AX8XE3GEOP5D,answer,4.0,likely,mod,who,MO,vacation
AZLU5JWFIZVMD,answer,4.0,likely,mod,who,MO,vacation
A3GWRDHAURRNK6,answer,3.0,likely,mod,who,MO,vacation
A1V9G7V6ZYACIR,answer,4.0,likely,mod,who,MO,vacation
A2S3SV1LQTKJ8K,answer,4.0,likely,mod,who,MO,vacation
A1LZNQ6Q5JNTZE,answer,2.0,likely,mod,how,MO,petra
ARWF605I7RWM7,answer,4.0,likely,mod,how,MO,petra
